,db_count,db_score,im_count,im_score,name,roi,roi_count
2045,2,6.12366571758,2,6.10636281681,Shaun Sipos,3.121296,1
2046,1,7.68216013556,1,7.7913485299,Geneviève Lemon,5.73685714286,1
2047,3,6.47558381196,3,6.7271470269,Ron Rifkin,10.0712447619,2
2048,4,7.02859796028,5,7.52529815415,Karen Allen,16.7133292647,5
2049,3,7.48106408163,4,6.79365962083,Khandi Alexander,3.09201477262,4
2050,4,7.07887197376,4,6.26155886933,Cree Summer,2.01466778917,4
2051,6,7.17942000073,7,6.91718300958,John Gielgud,3.15805395519,4
2052,1,7.58161210859,1,7.43661469557,The Dalai Lama,1.906125,1
2053,2,7.53133809511,2,7.2592477784,Howard Keel,2.12270002136,1
2054,1,6.47558381196,1,6.99319740265,Albert Salmi,0.333333333333,1
2055,1,7.98380421646,1,7.61398161274,Temple Grandin,0.9749,1
2056,1,7.48106408163,1,8.05739890565,Chris Miller,4.46086693333,1
2057,2,7.22969401421,3,7.05231970837,Dan Futterman,1.74633620833,3
2058,2,6.57613183893,2,5.52992033601,Katt Williams,1.08092056618,2
2059,2,5.57065156927,2,6.50543838044,Phil Vischer,1.33665853571,2
2060,2,6.87777591983,2,6.99319740265,John Mahoney,1.39771124524,2
2061,1,8.88873645915,1,8.32344928141,Hattie McDaniel,49.9510379683,1
2062,1,7.07887197376,1,7.52529815415,Keir O'Donnell,5.95448219388,1
2063,9,6.68785186889,9,6.83553792072,James Frain,1.12630768311,8
2064,1,7.98380421646,1,7.61398161274,Morgan Saylor,2.61585894118,1
2065,1,6.0733917041,1,6.28372973398,Gael Le Cornec,0.00135866666667,1
2066,18,6.76605588987,19,6.81116293503,Zooey Deschanel,1.71219253227,19
2067,2,7.12914598724,2,7.61398161274,Gordon Pinsent,0.132521,1
2068,1,7.38051605466,1,7.17056431982,Vic Waghorn,0.42223717025,1
2069,1,5.57065156927,2,6.94885567336,Diana Scarwid,0.0474664,1
2070,10,7.17942000073,11,6.94482460706,Anjelica Huston,1.50636247966,9
2071,1,5.57065156927,1,6.10636281681,Sergej Trifunovic,0.0578527,1
2072,1,6.9783239468,1,6.19504627539,Leila Arcieri,2.01720022857,1
2073,7,6.89213992368,8,6.63846356831,Ed Begley Jr.,0.760345499107,6
2074,1,6.375035785,1,6.28372973398,Gene Simmons,2.22862976923,1
2075,2,7.22969401421,4,6.52760924508,Lauren Ambrose,1.51142198571,3
2076,1,7.48106408163,1,6.63846356831,Lily Atkinson,1.3021284,1
2077,1,4.76626735354,1,6.46109665114,Marilyn Norry,0.0510263636364,1
2078,33,6.65839840645,33,6.59009077272,Nicolas Cage,1.10753872058,31
2079,1,6.6766798659,1,7.34793123698,Bruce Goodchild,0.5117898125,1
2080,8,7.05373496702,9,7.22968662554,Bryce Dallas Howard,2.66365006904,7
2081,10,6.81744710365,12,6.81583048548,Paul Sorvino,1.54289575744,9
2082,1,6.57613183893,1,6.19504627539,Elio Germano,0.2459178,1
2083,3,7.8497401805,3,7.93915429421,Adam Brown,1.28400655296,3
2084,1,4.86681538051,2,6.19504627539,Beth Broderick,0.176738,1
2085,3,7.34700004567,3,6.22460742825,Kelly Lynch,1.24296625417,3
2086,2,6.32476177152,3,6.3428520397,Brendan Fehr,1.23103514879,3
2087,9,7.01183995578,10,6.95772401921,Joe Morton,1.53010297663,8
2088,1,6.27448775803,1,6.37241319256,Hugh O'Brian,7.46242666667,1
2089,7,6.61922385049,9,7.08188086123,Bob Balaban,2.4668326446,6
2090,1,8.38599632432,1,8.14608236424,Marie Pillet,2.14548962963,1
